Quarter,Ticker,Stock,%,Change,Unnamed: 0,Income_Revenue,Income_Cost Of Goods Sold,Income_Gross Profit,Income_Research And Development Expenses,Income_SG&A Expenses,Income_Other Operating Income Or Expenses,Income_Operating Expenses,Income_Operating Income,Income_Total Non-Operating Income/Expense,Income_Pre-Tax Income,Income_Income Taxes,Income_Income After Taxes,Income_Other Income,Income_Income From Continuous Operations,Income_Income From Discontinued Operations,Income_Net Income,Income_EBITDA,Income_EBIT,Income_Basic EPS,Income_EPS - Earnings Per Share,Balance_Cash On Hand,Balance_Receivables,Balance_Inventory,Balance_Pre-Paid Expenses,Balance_Other Current Assets,Balance_Total Current Assets,"Balance_Property, Plant, And Equipment",Balance_Long-Term Investments,Balance_Goodwill And Intangible Assets,Balance_Other Long-Term Assets,Balance_Total Long-Term Assets,Balance_Total Assets,Balance_Total Current Liabilities,Balance_Long Term Debt,Balance_Other Non-Current Liabilities,Balance_Total Long Term Liabilities,Balance_Total Liabilities,Balance_Common Stock Net,Balance_Retained Earnings (Accumulated Deficit),Balance_Comprehensive Income,Balance_Other Share Holders Equity,Balance_Share Holder Equity,Balance_Total Liabilities And Share Holders Equity,CashFlow_Net Income/Loss,CashFlow_Total Depreciation And Amortization - Cash Flow,CashFlow_Other Non-Cash Items,CashFlow_Total Non-Cash Items,CashFlow_Change In Accounts Receivable,CashFlow_Change In Inventories,CashFlow_Change In Accounts Payable,CashFlow_Change In Assets/Liabilities,CashFlow_Total Change In Assets/Liabilities,CashFlow_Cash Flow From Operating Activities,"CashFlow_Net Change In Property, Plant, And Equipment",CashFlow_Net Change In Intangible Assets,CashFlow_Net Acquisitions/Divestitures,CashFlow_Net Change In Short-term Investments,CashFlow_Net Change In Long-Term Investments,CashFlow_Net Change In Investments - Total,CashFlow_Investing Activities - Other,CashFlow_Cash Flow From Investing Activities,CashFlow_Net Long-Term Debt,CashFlow_Net Current Debt,CashFlow_Debt Issuance/Retirement Net - Total,CashFlow_Net Common Equity Issued/Repurchased,CashFlow_Net Total Equity Issued/Repurchased,CashFlow_Total Common And Preferred Stock Dividends Paid,CashFlow_Financial Activities - Other,CashFlow_Cash Flow From Financial Activities,CashFlow_Net Cash Flow,CashFlow_Stock-Based Compensation,CashFlow_Common Stock Dividends Paid,StockPrice,Annual_Basic_EPS,PER,ROI,Operating_Margin,Gross_Margin,Net_Profit_Margin,ROE,Current_Ratio,Debt_to_Equity,EBITDA_Margin
2023 Q4,DEO,DIAGEO PLC-SPONSORED ADR,0.01%,0,2023-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2093,4854,9840,0,0,16787,0,5755,14496,1150,21572,46765,10630,20341,1231,24411,35041,893,6693,0,2435,11724,46765,4479,1297,1382,2679,142,-810,-746,0,-1414,3636,-1401,0,155,-112,-68,-180,0,-1426,887,69,956,-1637,-1637,-2182,-178,-3041,-907,0,-2182,139.2922516,0,inf,0,,,,0,1.579209784,2.988826339,
2024 Q1,DEO,DIAGEO PLC-SPONSORED ADR,0.01%,0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4166,493,2174,2667,-66,-156,-546,0,-768,4105,-1496,0,81,-133,-47,-180,0,-1595,558,-106,452,-976,-976,-2359,-223,-3106,-659,0,-2359,143.7579498,0,inf,,,,,,,,
2024 Q2,DEO,DIAGEO PLC-SPONSORED ADR,0.01%,0,2024-06-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485,3791,9720,0,130,15126,0,5499,14814,1184,21640,45474,9868,19556,1033,23536,33404,887,7533,0,1947,12070,45474,4166,493,2174,2667,-66,-156,-546,0,-768,4105,-1496,0,81,-133,-47,-180,0,-1595,558,-106,452,-976,-976,-2359,-223,-3106,-659,0,-2359,121.8569412,0,inf,0,,,,0,1.532833401,2.767522784,
2024 Q3,DEO,DIAGEO PLC-SPONSORED ADR,0.01%,0,2024-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4166,493,2174,2667,-66,-156,-546,0,-768,4105,-1496,0,81,-133,-47,-180,0,-1595,558,-106,452,-976,-976,-2359,-223,-3106,-659,0,-2359,138.2472992,0,inf,,,,,,,,
2024 Q4,DEO,DIAGEO PLC-SPONSORED ADR,0.01%,0,2024-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,4166,493,2174,2667,-66,-156,-546,0,-768,4105,-1496,0,81,-133,-47,-180,0,-1595,558,-106,452,-976,-976,-2359,-223,-3106,-659,0,-2359,125.2342758,0,inf,,,,,,,,
2023 Q2,DHI,DR HORTON INC,0.21%,1,2023-06-30,9726,7142,2584,0,852,0,852,1732,52.2,1784,432,1352,0,1352,0,1335,1755,1732,3.93,3.9,5822,0,22984,0,0,28806,425,0,164,2807,3517,32323,4136,6105,0,6105,10241,4,22164,0,0,22082,32323,4795,91.6,146,237,0,-151.8,0,-474.7,-728.3,4304,-96.6,0,-212.9,0,0,0,-0.7,-310.2,-1112.9,0,-1112.9,-1178.5,-1178.5,-341.2,-34.1,-2666.7,1327,111,-341.2,119.8145599,14.14,8.473448369,0.041301859,0.178079375,0.265679622,0.13726095,0.06045648,6.964700193,0.463771398,0.18044417
2023 Q3,DHI,DR HORTON INC,0.20%,0,2023-09-30,10504,7681,2823,0,886,0,886,1937,81,2018,493,1526,0,1526,0,1510,1959,1937,4.46,4.43,6420,0,22373,0,0,28793,445,0,164,2993,3789,32582,4350,5095,0,5095,9445,4,23590,0,0,23138,32582,4795,91.6,146,237,0,-151.8,0,-474.7,-728.3,4304,-96.6,0,-212.9,0,0,0,-0.7,-310.2,-1112.9,0,-1112.9,-1178.5,-1178.5,-341.2,-34.1,-2666.7,1327,111,-341.2,106.0289536,13.93,7.611554455,0.046344607,0.184405941,0.26875476,0.14375476,0.06526061,6.61908046,0.408202956,0.186500381
2023 Q4,DHI,DR HORTON INC,0.00%,-1,2023-12-31,7726,5720,2006,0,835,0,835,1171,76.3,1248,292,956,0,956,0,947,1191,1171,2.84,2.82,5389,0,24050,0,0,29439,476,0,164,3128,3943,33382,4488,5290,0,5290,9778,4,24437,0,0,23604,33382,4795,91.6,146,237,0,-151.8,0,-474.7,-728.3,4304,-96.6,0,-212.9,0,0,0,-0.7,-310.2,-1112.9,0,-1112.9,-1178.5,-1178.5,-341.2,-34.1,-2666.7,1327,111,-341.2,150.29422,13.98,10.75065951,0.028368582,0.15156614,0.259642765,0.12257313,0.040120319,6.559491979,0.414251822,0.154154802
2013 Q2,DISH,DISH NETWORK CORP-A,0.03%,1,2013-06-30,3486,2149,1336,0,202,-804.37,1311,25.21,-74.29,-49.08,-40.36,-8.72,0,-8.72,-6.35,-11.05,330,25.21,-0.02,-0.02,9527,994,577,0,964,12162,3990,225,0,3689,7904,20066,4012,13633,0,15684,19696,5.12,-823.65,215,0,370,20066,790,1054,219,1273,-97.23,-12.65,109,-21.38,142,2272,-1116.57,0,0,0,-1356.5,-1356.5,-548.01,-3021.08,1762,0,1762,76.51,76.51,0,12.86,1852,1103,29.73,0,,0.56,,-0.000550683,0.007231784,0.383247275,-0.003169822,-0.029864865,3.031405783,53.23243243,0.094664372
2013 Q3,DISH,DISH NETWORK CORP-A,0.03%,0,2013-09-30,3505,2144,1361,0,191,-496.32,941,420,-38.93,381,38.14,343,0,343,-32.33,315,673,420,0.69,0.68,10302,1064,581,0,292,12339,4056,237,0,3713,8006,20345,3923,13624,0,15696,19619,5.14,-508.74,205,0,726,20345,790,1054,219,1273,-97.23,-12.65,109,-21.38,142,2272,-1116.57,0,0,0,-1356.5,-1356.5,-548.01,-3021.08,1762,0,1762,76.51,76.51,0,12.86,1852,1103,29.73,0,,1.6,,0.01548292,0.119828816,0.388302425,0.089871612,0.433884298,3.145296967,27.02341598,0.192011412
2013 Q4,DISH,DISH NETWORK CORP-A,0.00%,-1,2013-12-31,3539,2300,1239,0,210,-311.58,788,451,14.92,466,176,290,0,290,-7.1,288,717,451,0.62,0.63,9739,1076,513,0,788,12313,4098,246,0,3689,8043,20356,4552,12597,0,14808,19359,5.14,-220.7,174,0,997,20356,790,1054,219,1273,-97.23,-12.65,109,-21.38,142,2272,-1116.57,0,0,0,-1356.5,-1356.5,-548.01,-3021.08,1762,0,1762,76.51,76.51,0,12.86,1852,1103,29.73,0,,1.77,,0.014148163,0.127437129,0.350098898,0.081378921,0.2888666,2.704964851,19.41725176,0.202599604
2014 Q2,DNOW,NOW INC,0.06%,1,2014-06-30,952,759,193,0,150,0,150,43,0,43,16,27,0,27,0,27,49,43,0.25,0.25,236,773,882,35,0,1946,118,0,400,1,527,2473,508,0,2,7,515,1,10,1,0,1958,2473,116,21,37,58,-200,-116,261,-5,-66,108,-39,0,-36,0,0,0,8,-67,0,0,0,0,0,0,66,66,94,18,0,36.20999908,1.32,27.43181749,0.010917913,0.045168067,0.202731092,0.028361345,0.013789581,3.830708661,0.263023493,0.051470588
2014 Q3,DNOW,NOW INC,0.05%,0,2014-09-30,1070,857,213,0,163,0,163,50,-1,49,17,32,0,32,0,32,54,50,0.3,0.3,166,906,905,35,0,2032,124,0,393,0,526,2558,578,0,2,7,585,1,42,-21,0,1973,2558,116,21,37,58,-200,-116,261,-5,-66,108,-39,0,-36,0,0,0,8,-67,0,0,0,0,0,0,66,66,94,18,0,30.40999985,1.25,24.32799988,0.012509773,0.046728972,0.199065421,0.029906542,0.016218956,3.515570934,0.296502788,0.05046729
2014 Q4,DNOW,NOW INC,0.04%,0,2014-12-31,1006,801,205,0,179,0,179,26,-2,24,8,16,0,16,0,15,33,26,0.14,0.13,195,851,949,30,0,2047,124,0,419,4,549,2596,620,0,0,10,630,1,58,-45,0,1966,2596,116,21,37,58,-200,-116,261,-5,-66,108,-39,0,-36,0,0,0,8,-67,0,0,0,0,0,0,66,66,94,18,0,25.72999954,1.07,24.04672854,0.00577812,0.02584493,0.203777336,0.014910537,0.007629705,3.301612903,0.320447609,0.032803181
2015 Q1,DNOW,NOW INC,0.04%,0,2015-03-31,863,708,155,0,163,0,163,-8,-4,-12,-2,-10,0,-10,0,-10,-1,-8,-0.09,-0.09,122,797,945,20,0,1907,143,0,552,5,702,2609,526,135,5,161,687,1,48,-84,0,1922,2609,-502,431,95,526,414,258,-367,13,300,324,-8,0,-515,0,0,0,0,-523,108,0,108,0,0,0,-2,106,-105,27,0,21.63999939,0.6,36.06666565,-0.003832886,-0.009269988,0.179606025,-0.011587486,-0.005202914,3.625475285,0.357440166,-0.001158749
2015 Q2,DNOW,NOW INC,0.03%,0,2015-06-30,750,626,124,0,151,0,151,-27,-2,-29,-10,-19,0,-19,0,-19,-18,-27,-0.18,-0.18,114,665,892,30,0,1732,143,0,591,4,741,2473,448,80,4,103,551,1,29,-71,0,1922,2473,-502,431,95,526,414,258,-367,13,300,324,-8,0,-515,0,0,0,0,-523,108,0,108,0,0,0,-2,106,-105,27,0,19.90999985,0.17,117.1176462,-0.007682976,-0.036,0.165333333,-0.025333333,-0.009885536,3.866071429,0.286680541,-0.024
2015 Q3,DNOW,NOW INC,0.02%,0,2015-09-30,753,636,117,0,153,0,408,-291,0,-291,-67,-224,0,-224,0,-224,-26,-291,-2.09,-2.09,126,564,771,24,0,1532,162,0,444,5,654,2186,389,120,4,139,528,1,-195,-117,0,1658,2186,-502,431,95,526,414,258,-367,13,300,324,-8,0,-515,0,0,0,0,-523,108,0,108,0,0,0,-2,106,-105,27,0,14.80000019,-2.22,-6.666666753,-0.102470265,-0.386454183,0.155378486,-0.29747676,-0.135102533,3.938303342,0.318455971,-0.034528552
2015 Q4,DNOW,NOW INC,0.02%,0,2015-12-31,644,538,106,0,152,0,290,-184,-2,-186,63,-249,0,-249,0,-249,-34,-184,-2.32,-2.32,90,485,693,24,0,1292,165,0,366,5,540,1832,307,108,3,122,429,1,-444,-134,0,1403,1832,-502,431,95,526,414,258,-367,13,300,324,-8,0,-515,0,0,0,0,-523,108,0,108,0,0,0,-2,106,-105,27,0,15.81999969,-4.68,-3.380341815,-0.135917031,-0.285714286,0.164596273,-0.386645963,-0.177476835,4.208469055,0.305773343,-0.052795031
2016 Q1,DNOW,NOW INC,0.03%,0,2016-03-31,548,461,87,0,152,0,152,-65,-2,-67,-4,-63,0,-63,0,-63,-53,-65,-0.59,-0.59,131,413,633,24,0,1201,159,0,366,7,537,1738,302,55,3,68,370,1,-507,-111,0,1368,1738,-234,53,74,127,102,190,22,3,342,235,-1,-7,-175,0,0,0,0,-183,-43,0,-43,0,0,0,-4,-47,16,23,0,17.71999931,-5.18,-3.420849288,-0.036248562,-0.118613139,0.158759124,-0.114963504,-0.046052632,3.976821192,0.270467836,-0.096715328
2016 Q2,DNOW,NOW INC,0.03%,0,2016-06-30,501,418,83,0,140,0,140,-57,-2,-59,-15,-44,0,-44,0,-44,-44,-57,-0.4,-0.4,136,354,589,29,0,1108,161,0,535,6,706,1814,304,180,2,188,492,1,-551,-119,0,1322,1814,-234,53,74,127,102,190,22,3,342,235,-1,-7,-175,0,0,0,0,-183,-43,0,-43,0,0,0,-4,-47,16,23,0,18.13999939,-5.4,-3.359259146,-0.024255788,-0.113772455,0.165668663,-0.087824351,-0.033282905,3.644736842,0.372163389,-0.087824351
2016 Q3,DNOW,NOW INC,0.03%,0,2016-09-30,520,433,87,0,140,0,140,-53,-3,-56,0,-56,0,-56,0,-56,-39,-53,-0.53,-0.53,131,339,532,22,0,1024,153,0,525,7,687,1711,292,145,2,151,443,1,-607,-122,0,1268,1711,-234,53,74,127,102,190,22,3,342,235,-1,-7,-175,0,0,0,0,-183,-43,0,-43,0,0,0,-4,-47,16,23,0,21.43000031,-3.84,-5.580729246,-0.032729398,-0.101923077,0.167307692,-0.107692308,-0.044164038,3.506849315,0.349369085,-0.075
2016 Q4,DNOW,NOW INC,0.00%,-1,2016-12-31,538,450,88,0,135,0,135,-47,-1,-48,23,-71,0,-71,0,-71,-33,-47,-0.66,-0.66,106,354,483,16,0,959,143,0,495,5,644,1603,347,65,1,73,420,1,-678,-142,0,1183,1603,-234,53,74,127,102,190,22,3,342,235,-1,-7,-175,0,0,0,0,-183,-43,0,-43,0,0,0,-4,-47,16,23,0,20.46999931,-2.18,-9.389907942,-0.044291953,-0.087360595,0.163568773,-0.13197026,-0.060016906,2.763688761,0.355029586,-0.06133829
2024 Q3,DPZ,DOMINO'S PIZZA INC,0.21%,1,2024-09-30,1080,656,424,0,225,0,225,199,-14.22,185,37.69,147,0,147,0,147,221,199,4.22,4.19,375,279,69.17,38.73,111,872,293,162,11.58,47.2,903,1775,511,4971,83.53,5241,5752,0.35,-3973.82,-4.88,0,-3976.64,1775,584,93.03,-8.48,84.55,-27.16,6.65,0,-13.09,-43.82,625,-112.81,0,0,0,82.92,82.92,-1.34,-31.23,-17.65,0,-17.65,-293.53,-293.53,-209.95,-11.1,-532.22,59.29,43.26,-209.95,427.0025635,16.42,26.00502823,0.082816901,0.184259259,0.392592593,0.136111111,-0.036965881,1.706457926,-1.446447252,0.20462963
2024 Q4,DPZ,DOMINO'S PIZZA INC,0.37%,1,2024-12-31,1444,878,566,0,292,0,292,274,-52.66,221,51.55,169,0,169,0,169,302,274,4.92,4.89,381,309,70.92,40.36,103,905,301,103,11.58,26.88,832,1737,1612,3826,79.2,4087,5699,0.34,-3956.47,-7.43,0,-3962.29,1737,584,93.03,-8.48,84.55,-27.16,6.65,0,-13.09,-43.82,625,-112.81,0,0,0,82.92,82.92,-1.34,-31.23,-17.65,0,-17.65,-293.53,-293.53,-209.95,-11.1,-532.22,59.29,43.26,-209.95,418.0561829,16.83,24.83993956,0.097294185,0.189750693,0.391966759,0.117036011,-0.042652103,0.561414392,-1.438309664,0.209141274
2013 Q2,DVA,DAVITA INC,1.97%,1,2013-06-30,2872,2014,857,0,268,63.37,335,522,-109.47,413,129,283,0,283,0,254,653,522,1.21,1.18,625,1845,78,0,150,3132,1991,101,11134,97.9,13324,16456,2215,8234,372,9958,12173,0.14,4016,-3.33,0,4282,16456,757,528,414,942,-59.64,-8.97,16.67,54.26,74.18,1773,-555.34,-2.39,-310.39,-7.95,-1.31,-9.26,0.5,-876.88,-437.29,0,-437.29,16.42,16.42,0,-62.13,-482.99,413,60,0,60.40000153,2.89,20.89965451,0.0154351,0.181754875,0.298398329,0.088440111,0.059318076,1.413995485,2.842830453,0.227367688
2013 Q3,DVA,DAVITA INC,1.94%,1,2013-09-30,3000,2095,904,0,305,-89.28,527,377,-106.31,271,101,170,0,170,0,137,510,377,0.65,0.64,977,1764,84.9,0,157,3381,2048,114,11204,79.83,13446,16827,2453,8181,364,9937,12390,0.21,3152,-4.21,0,4437,16827,757,528,414,942,-59.64,-8.97,16.67,54.26,74.18,1773,-555.34,-2.39,-310.39,-7.95,-1.31,-9.26,0.5,-876.88,-437.29,0,-437.29,16.42,16.42,0,-62.13,-482.99,413,60,0,56.90000153,2.78,20.46762645,0.008141677,0.125666667,0.301333333,0.045666667,0.030876719,1.378312271,2.792427316,0.17
2013 Q4,DVA,DAVITA INC,2.20%,1,2013-12-31,3063,2128,935,0,319,7.1,451,484,-104.16,380,136,244,0,244,0,212,623,484,1.02,0.99,953,1845,88.81,0,176,3472,2189,120,11237,79.6,13627,17099,2462,8141,380,10031,12493,0.21,3364,-2.65,0,4606,17099,757,528,414,942,-59.64,-8.97,16.67,54.26,74.18,1773,-555.34,-2.39,-310.39,-7.95,-1.31,-9.26,0.5,-876.88,-437.29,0,-437.29,16.42,16.42,0,-62.13,-482.99,413,60,0,63.36999893,3.02,20.98344335,0.012398386,0.158015018,0.305256285,0.06921319,0.046026921,1.410235581,2.712331741,0.203395364
2014 Q1,DVA,DAVITA INC,2.45%,1,2014-03-31,3043,2180,863,0,284,4.86,422,441,-104.64,337,125,212,0,212,0,183,584,441,0.87,0.85,1116,1914,101,0,170,3707,2224,122,11268,76.91,13691,17398,2566,8072,407,9995,12561,0.21,3547,-1.64,0,4838,17398,863,591,35.14,626,-40.68,-46.4,-2.96,23.25,-30,1459,-632.54,-1.02,-272.09,-337.52,-35.38,-372.9,0.83,-1277.73,-7.98,0,-7.98,19.5,19.5,0,-176.5,-164.98,18.99,56.74,0,68.84999847,3.75,18.35999959,0.01051845,0.144922774,0.283601709,0.060138022,0.037825548,1.444660951,2.596320794,0.191915872
2014 Q2,DVA,DAVITA INC,2.53%,0,2014-06-30,3172,2247,926,0,299,2.89,442,484,-201.99,282,101,181,0,181,0,148,630,484,0.7,0.68,1485,2013,99.65,0,165,4161,2291,130,11277,66.11,13764,17926,2608,8391,386,10361,12969,0.22,3695,0.67,0,4957,17926,863,591,35.14,626,-40.68,-46.4,-2.96,23.25,-30,1459,-632.54,-1.02,-272.09,-337.52,-35.38,-372.9,0.83,-1277.73,-7.98,0,-7.98,19.5,19.5,0,-176.5,-164.98,18.99,56.74,0,72.31999969,3.24,22.32098756,0.008256164,0.15258512,0.291929382,0.04665826,0.029856768,1.59547546,2.616300182,0.198612863
2014 Q3,DVA,DAVITA INC,2.54%,0,2014-09-30,3252,2327,925,0,323,-15.74,488,438,-101.12,336,117,220,0,220,0,184,586,438,0.87,0.85,1669,1815,115,0,172,4178,2359,154,11342,67.33,13923,18101,2598,8381,368,10352,12950,0.22,3879,-11.62,0,5151,18101,863,591,35.14,626,-40.68,-46.4,-2.96,23.25,-30,1459,-632.54,-1.02,-272.09,-337.52,-35.38,-372.9,0.83,-1277.73,-7.98,0,-7.98,19.5,19.5,0,-176.5,-164.98,18.99,56.74,0,73.13999939,3.46,21.13872815,0.010165184,0.134686347,0.284440344,0.056580566,0.035721219,1.608160123,2.514074937,0.180196802
2014 Q4,DVA,DAVITA INC,2.67%,1,2014-12-31,3328,2366,962,0,356,-0.23,509,452,-97.72,354,104,250,0,250,0,208,606,452,0.97,0.95,1303,2011,136,0,187,3636,2469,155,11280,77,13981,17617,2089,8299,390,10168,12257,0.22,4087,-25.02,0,5360,17617,863,591,35.14,626,-40.68,-46.4,-2.96,23.25,-30,1459,-632.54,-1.02,-272.09,-337.52,-35.38,-372.9,0.83,-1277.73,-7.98,0,-7.98,19.5,19.5,0,-176.5,-164.98,18.99,56.74,0,75.73999786,3.41,22.21114307,0.011806778,0.135817308,0.2890625,0.0625,0.03880597,1.740545716,2.286753731,0.182091346
2015 Q1,DVA,DAVITA INC,2.93%,0,2015-03-31,3288,2363,925,0,342,-493.92,990,-64.16,-97.93,-162.08,-85.93,-76.15,0,-76.15,0,-110.62,89.63,-64.16,-0.52,-0.52,1434,2099,146,0,186,4301,2501,161,11336,68.25,14066,18367,2680,8380,407,10516,13196,0.22,3976,-47.63,0,5171,18367,427,638,432,1070,-202.87,-48.31,31,183,59.84,1557,-688.28,0,-96.47,-79.25,-17.91,-97.16,0.13,-881.78,543,0,543,-523.78,-523.78,0,-158.22,-138.97,508,56.66,0,81.27999878,2.02,40.23762316,-0.006022758,-0.019513382,0.281326034,-0.033643552,-0.021392381,1.604850746,2.551924193,0.027259732
2015 Q2,DVA,DAVITA INC,2.80%,0,2015-06-30,3435,2446,989,0,348,2.87,508,481,-150.01,331,123,208,0,208,0,170,639,481,0.8,0.78,1876,2317,159,0,190,4781,2565,160,11319,122,14166,18947,2334,9101,400,11266,13600,0.22,4147,-44.38,0,5347,18947,427,638,432,1070,-202.87,-48.31,31,183,59.84,1557,-688.28,0,-96.47,-79.25,-17.91,-97.16,0.13,-881.78,543,0,543,-523.78,-523.78,0,-158.22,-138.97,508,56.66,0,79.47000122,2.12,37.48584963,0.008972397,0.140029112,0.287918486,0.049490539,0.031793529,2.048414739,2.543482327,0.186026201
2015 Q3,DVA,DAVITA INC,2.19%,0,2015-09-30,3526,2501,1025,0,353,0.27,515,509,-101,408,147,261,0,261,0,216,671,509,1.02,1,1970,2166,173,0,176,4738,2622,158,11314,62.39,14157,18895,2411,9082,406,11292,13703,0.22,4363,-54.34,0,5192,18895,427,638,432,1070,-202.87,-48.31,31,183,59.84,1557,-688.28,0,-96.47,-79.25,-17.91,-97.16,0.13,-881.78,543,0,543,-523.78,-523.78,0,-158.22,-138.97,508,56.66,0,72.33000183,2.27,31.86343693,0.011431596,0.144356211,0.290697674,0.061259217,0.041602465,1.965159685,2.639252696,0.190300624
2015 Q4,DVA,DAVITA INC,2.04%,0,2015-12-31,-266,-453.64,188,0,-12.13,0.45,-23.37,211,-99.45,112,23.62,87.94,0,87.94,0,-6,374,211,-0.03,-0.01,1907,2220,186,0,190,4503,2789,167,10982,73.56,14012,18515,2399,9001,439,11032,13431,0.22,4357,-59.83,0,5084,18515,427,638,432,1070,-202.87,-48.31,31,183,59.84,1557,-688.28,0,-96.47,-79.25,-17.91,-97.16,0.13,-881.78,543,0,543,-523.78,-523.78,0,-158.22,-138.97,508,56.66,0,69.70999908,1.27,54.88976306,-0.000324062,-0.793233083,-0.706766917,0.022556391,-0.001180173,1.877032097,2.641817467,-1.406015038
2016 Q1,DVA,DAVITA INC,2.20%,0,2016-03-31,3581,2582,999,0,386,-1.13,634,365,-99.91,265,127,138,0,138,0,97.43,534,365,0.48,0.47,1438,2382,193,0,187,4200,2911,173,11164,66.27,14315,18514,2444,8980,464,11149,13592,0.22,4454,-53.51,0,4922,18514,1033,720,-6.99,713,-152.24,22.92,11.9,198,226,1972,-764.37,0,-563.86,113,13.82,127,0,-1201.67,-124.63,0,-124.63,-1074.28,-1074.28,0,-153.07,-1351.98,-561.45,38.34,0,73.37999725,2.27,32.32598998,0.005262504,0.101926836,0.278972354,0.027207484,0.019794799,1.718494272,2.761479074,0.149120357
2016 Q2,DVA,DAVITA INC,2.30%,0,2016-06-30,3718,2671,1047,0,387,25.72,718,329,-99.68,229,135,94.5,0,94.5,0,53.38,509,329,0.26,0.26,1678,2433,197,0,188,4496,2972,167,10992,64.25,14195,18692,2646,8957,421,11087,13733,0.22,4508,-60.04,0,4959,18692,1033,720,-6.99,713,-152.24,22.92,11.9,198,226,1972,-764.37,0,-563.86,113,13.82,127,0,-1201.67,-124.63,0,-124.63,-1074.28,-1074.28,0,-153.07,-1351.98,-561.45,38.34,0,77.31999969,1.73,44.69364144,0.002855767,0.088488435,0.281603012,0.014357181,0.010764267,1.699168556,2.769308328,0.13690156
2016 Q3,DVA,DAVITA INC,1.98%,0,2016-09-30,3731,2698,1033,0,407,375,214,819,-102.71,716,104,612,0,612,0,571,1001,819,2.8,2.76,1573,2311,201,0,177,4261,3045,617,10959,42.98,14664,18926,2639,8972,421,11167,13806,0.22,5079,-52.23,0,5119,18926,1033,720,-6.99,713,-152.24,22.92,11.9,198,226,1972,-764.37,0,-563.86,113,13.82,127,0,-1201.67,-124.63,0,-124.63,-1074.28,-1074.28,0,-153.07,-1351.98,-561.45,38.34,0,66.06999969,3.51,18.82336174,0.030170136,0.219512195,0.276869472,0.15304208,0.111545224,1.614626753,2.697011135,0.268292683
2016 Q4,DVA,DAVITA INC,1.67%,0,2016-12-31,-321.9,-519.4,198,0,-107.37,-34.85,-319.09,517,-104.31,412,65.75,347,0,347,0,158,705,517,0.82,0.8,982,1792,160,99.51,961,3995,2864,522,6089,5286,14761,18756,2711,8945,746,11195,13906,0.2,3710,-89.64,0,4850,18756,1033,720,-6.99,713,-152.24,22.92,11.9,198,226,1972,-764.37,0,-563.86,113,13.82,127,0,-1201.67,-124.63,0,-124.63,-1074.28,-1074.28,0,-153.07,-1351.98,-561.45,38.34,0,64.19999695,4.36,14.72476994,0.008423971,-1.606088847,-0.615097856,-0.490835663,0.03257732,1.473625968,2.867216495,-2.190121156
2017 Q1,DVA,DAVITA INC,1.62%,0,2017-03-31,2631,1852,779,0,263,517,-96.72,876,-100.41,776,282,494,0,494,6.43,448,1066,876,2.33,2.29,1785,2440,174,0,204,4604,3171,630,10940,43.45,14784,19388,2814,8919,504,11234,14048,0.2,4158,-76.89,0,5341,19388,831,777,694,1471,-156.31,-18.63,26.88,-110.31,-388.78,1913,-812.91,0,-803.88,257,-4.82,252,0.11,-1364.73,155,0,155,-781.7,-781.7,0,-139.41,-766.26,-164.54,35.09,0,67.97000122,6.21,10.94524979,0.023107077,0.33295325,0.296085139,0.170277461,0.083879423,1.636105188,2.63021906,0.405169137
2017 Q2,DVA,DAVITA INC,1.54%,0,2017-06-30,2699,1895,805,0,263,-0.22,414,391,-103.14,288,102,186,0,186,-24.52,127,591,391,0.66,0.65,923,2699,199,0,202,4024,3248,657,11353,60.14,15318,19342,2773,8911,521,11297,14070,0.2,4285,-27.31,0,5272,19342,831,777,694,1471,-156.31,-18.63,26.88,-110.31,-388.78,1913,-812.91,0,-803.88,257,-4.82,252,0.11,-1364.73,155,0,155,-781.7,-781.7,0,-139.41,-766.26,-164.54,35.09,0,64.76000214,6.61,9.797277176,0.006566022,0.14486847,0.298258614,0.047054465,0.02408953,1.451135954,2.668816388,0.218969989
2017 Q3,DVA,DAVITA INC,1.29%,0,2017-09-30,2765,1952,813,0,273,-2.62,418,395,-105.91,289,90.55,199,0,199,-370.87,-214.48,599,395,-1.14,-1.12,983,2690,154,0,205,4034,3386,665,10867,61.64,14980,19013,2875,8909,548,11169,14044,0.2,4071,3.48,0,4969,19013,831,777,694,1471,-156.31,-18.63,26.88,-110.31,-388.78,1913,-812.91,0,-803.88,257,-4.82,252,0.11,-1364.73,155,0,155,-781.7,-781.7,0,-139.41,-766.26,-164.54,35.09,0,59.38999939,2.67,22.24344546,-0.011280703,0.142857143,0.29403255,-0.07756962,-0.043163614,1.403130435,2.826323204,0.216636528
